edad,ingresos_mensuales,antiguedad_meses,gasto_anual,visitas_web_mes,puntuacion_satisfaccion,region,canal_preferido,estado_civil,tipo_membresia,segmento_cliente
29,3049.36,9,5962.27,16,5.8,Centro,Web,Divorciado,Plata,Muy_bajo
32,3593.56,8,6816.26,24,6.8,Centro,Web,Casado,Basica,Bajo
37,2500,55,4450.95,7,9.5,Occidente,App_movil,Soltero,Basica,Medio
34,3766.13,16,,8,8.3,Sureste,Tienda,Union_libre,Basica,Bajo
37,2500,6,4149.21,14,5,Norte,Tienda,Union_libre,Basica,Muy_bajo
33,7291.56,18,13702.61,16,5.3,Norte,Web,Casado,Oro,Alto
38,2573.37,15,5398.53,15,5.9,Norte,Tienda,Casado,Plata,Muy_bajo
,4668.91,19,15166.6,18,9.4,Sur,Tienda,Soltero,Platino,Premium
42,2500,32,3798.63,9,6.6,Norte,Tienda,Casado,Basica,Bajo
52,2500,43,2402.87,0,8.2,Occidente,Web,Casado,Plata,Bajo
37,5673.7,56,5647.66,8,4.5,Occidente,Web,Soltero,Basica,Medio
36,2500,35,2811.05,8,5.8,Norte,Web,Casado,Basica,Medio
35,3323.07,44,5694.53,8,6.2,Sur,App_movil,Casado,Basica,Muy_bajo
33,5067.11,42,5714.31,4,5,Norte,Tienda,Casado,Basica,Muy_bajo
55,2999.62,39,4605.52,,5.4,Sureste,Web,Union_libre,Plata,Muy_bajo
39,4005.34,24,,9,4.8,Occidente,Tienda,Casado,Basica,Muy_bajo
18,2500,0,4963.45,1,7.3,Norte,Web,Divorciado,Oro,Alto
63,2500,102,4617.19,10,6.4,Centro,App_movil,Casado,Basica,Alto
41,5288.74,13,4536.4,7,8.6,Norte,Tienda,Casado,Basica,Bajo
18,2876.77,0,5299.74,11,5.5,Centro,App_movil,Soltero,Basica,Muy_bajo
43,2524.09,61,4463.33,9,6.4,Norte,App_movil,Union_libre,Basica,Medio
47,3754.5,5,10279.23,0,,Norte,App_movil,Casado,Platino,Premium
36,3806.31,29,7250.01,8,6.1,Sureste,App_movil,Soltero,Plata,Bajo
28,8174.45,14,9495.15,5,8.9,Occidente,Tienda,Soltero,Basica,Bajo
53,5165.32,34,12713.99,10,7.4,Sureste,App_movil,Casado,Oro,Alto
33,2500,26,2142.87,1,7.3,Sureste,App_movil,Casado,Basica,Muy_bajo
71,2500,29,4324.81,14,5.1,Sureste,Tienda,Casado,Basica,Muy_bajo
33,2500,5,3801.21,6,8.2,Centro,Tienda,Soltero,Oro,Medio
26,2660.24,0,7513.83,17,7.6,Sureste,Web,Casado,Oro,Medio
36,3371.19,26,7193.04,10,6.1,Sur,Web,Soltero,Platino,Premium
24,3983.53,24,7172.1,4,7.4,Occidente,Tienda,Casado,Plata,Muy_bajo
48,3442.65,73,5503.12,10,6,Sur,Tienda,Soltero,Plata,Bajo
25,2529.12,0,3107.3,0,4.4,Centro,Web,Casado,Basica,Muy_bajo
19,3672.3,6,7366.85,3,5.1,Norte,App_movil,Soltero,Platino,Alto
42,4422.48,55,5366.11,9,3.7,Occidente,,Soltero,Basica,Muy_bajo
40,3369.04,52,5584.07,6,4.7,Centro,Web,Soltero,Plata,Bajo
36,3215.2,21,4070.27,2,6.3,Sureste,Tienda,Casado,Plata,Muy_bajo
67,2500,127,6598.73,9,7.1,Norte,Web,Soltero,Basica,Medio
32,3648.66,0,8122.65,5,6.9,Sur,App_movil,Casado,,Medio
27,2500,50,6510.19,9,8,Centro,Tienda,Soltero,Oro,Medio
38,3354.83,,3561.22,4,7.2,Norte,Tienda,,Basica,Bajo
53,,43,2076.28,2,7,Centro,Tienda,Soltero,Basica,Bajo
51,2500,66,5660.61,10,8.3,Sureste,Tienda,Casado,Plata,Medio
34,2985.82,4,8043.62,9,5.1,Centro,Tienda,Casado,Oro,Medio
47,4739.83,22,8171.21,15,,Occidente,Tienda,Viudo,Plata,Medio
41,5448.98,74,10873.15,8,7.2,Occidente,Tienda,Divorciado,Plata,Alto
57,6647.17,18,7543.45,7,8,Norte,Web,Union_libre,Basica,Bajo
18,2500,0,,3,8.6,Norte,Web,Soltero,Basica,Muy_bajo
40,2500,49,3831.19,14,8.2,Occidente,Tienda,Soltero,Basica,Medio
36,2500,44,5145.58,11,7.2,Centro,App_movil,Soltero,Basica,Medio
31,2992.13,34,5247.68,3,3.9,Norte,App_movil,Soltero,Plata,Muy_bajo
47,2500,,4118.64,19,6.3,Sureste,Tienda,Soltero,Basica,Bajo
31,2500,21,8042.15,4,5.1,Norte,Web,Divorciado,Platino,Premium
23,2500,6,2800.93,3,8,Centro,Tienda,Union_libre,Basica,Muy_bajo
47,6209.11,59,7791.22,11,6.6,Occidente,App_movil,Casado,Basica,Muy_bajo
38,,65,5325.73,7,8.6,Centro,Web,Soltero,Plata,Medio
36,2717.62,9,8786.9,22,5,Centro,Web,Casado,Plata,Muy_bajo
51,,79,13324.95,7,7.4,Centro,Web,Casado,Basica,Alto
30,2500,8,8829.95,14,9,Sureste,,Casado,Oro,Alto
41,3795.7,30,5181.32,13,5.1,Sureste,App_movil,Union_libre,Basica,Muy_bajo
35,8421.67,8,13531.39,15,6.7,Centro,App_movil,Casado,Plata,Bajo
18,6122.1,0,7962.73,16,5.5,Sureste,Tienda,Soltero,Basica,Muy_bajo
38,7214.82,33,8853.24,9,6.3,Sureste,App_movil,Casado,Basica,Medio
36,3935.67,33,4665.45,3,,Centro,Telefono,Casado,Plata,Muy_bajo
18,3375.17,18,7432.85,12,6.7,Occidente,Tienda,Soltero,Oro,Alto
35,4718.45,19,8107.86,13,6.6,Sur,App_movil,Soltero,Basica,Muy_bajo
54,5095.32,107,9025.01,9,6.3,Centro,Tienda,Soltero,Plata,Alto
30,2500,32,2423.93,8,4.2,Occidente,Web,Union_libre,Basica,Muy_bajo
29,2941.66,27,5486.87,16,6.2,Norte,Web,Casado,Basica,Bajo
43,7576.46,37,12705.81,14,9.4,Centro,App_movil,,Plata,Medio
32,6045.15,23,7794.89,9,8.1,Sureste,Web,Casado,Basica,Medio
51,7815.85,0,12868.73,17,7.9,Sur,Web,Soltero,Plata,Muy_bajo
61,2500,53,5105.74,,9.5,Norte,,Soltero,Plata,Bajo
34,,2,3307.06,14,6.7,Centro,App_movil,Union_libre,Basica,Muy_bajo
48,5488.99,97,7798.55,13,7.5,Centro,Tienda,Casado,Plata,Alto
27,3713.27,27,5714.15,14,4.9,Centro,Telefono,Soltero,Plata,Muy_bajo
67,5991.14,,15184.48,4,8.2,Centro,Tienda,Soltero,Oro,Alto
45,4242.57,70,4702.14,12,6.5,Sureste,Web,Soltero,Basica,Bajo
62,4753.06,78,16607.58,15,,Sur,Tienda,Soltero,Platino,Premium
55,2500,65,5868.93,6,8.9,Norte,Web,Casado,Plata,Medio
32,2941.83,31,5009.91,11,6.8,Occidente,Web,Casado,Plata,Bajo
18,2500,3,6139.48,16,5.5,Norte,App_movil,,Plata,Muy_bajo
39,2500,17,3825.62,6,6.7,Centro,App_movil,Divorciado,Plata,Muy_bajo
56,3808.17,115,12066.31,13,8.8,Occidente,,Casado,Oro,Premium
42,3665.92,55,6530.37,12,6.9,Occidente,Tienda,Soltero,Basica,Medio
25,4948.81,0,5484.43,8,7.2,Sureste,Tienda,Soltero,Basica,Bajo
44,2500,44,8922.92,13,8.7,Sur,App_movil,Casado,Oro,Alto
41,5415,16,,18,7.3,Sureste,App_movil,Soltero,Plata,Medio
28,2500,0,8403.34,16,8.3,Occidente,Tienda,Casado,Platino,Alto
46,2500,0,3447.61,8,,Centro,Web,Casado,Basica,Muy_bajo
28,2500,0,6113.65,5,,Centro,Web,Divorciado,Platino,Alto
54,9517.08,41,10387.07,3,8.2,Centro,Telefono,Soltero,Plata,Medio
59,2500,30,4439.77,7,8.1,Sureste,Tienda,Soltero,Plata,Muy_bajo
34,2500,21,7110.48,11,4.6,Norte,App_movil,Soltero,,Medio
36,3351.42,21,9237.52,13,7.8,Centro,Web,Casado,Oro,Medio
49,2500,97,4894.3,15,7.8,Occidente,Tienda,Soltero,Basica,Alto
30,2500,36,4751.37,10,5.7,Norte,Telefono,Casado,Plata,Muy_bajo
114,5617.67,6,16712.66,11,6.4,Occidente,App_movil,Union_libre,Platino,Premium
51,2500,55,7058.98,10,7,Occidente,Telefono,Union_libre,Oro,Alto
46,3601.65,75,4141.55,8,7.4,Centro,Tienda,Soltero,Plata,Bajo
40,7585.45,41,13396.72,15,6,Centro,Tienda,Divorciado,Plata,Medio
37,2500,40,11456.24,11,7.7,Norte,Web,Casado,Platino,Premium
36,2500,0,4924.98,9,7.6,Norte,Web,Viudo,Plata,Muy_bajo
25,2534.64,15,3928.07,9,4.9,Norte,Web,Casado,Plata,Muy_bajo
28,2500,,5379.14,14,6.4,Centro,App_movil,Soltero,Plata,Muy_bajo
46,3765.54,66,6245.79,6,8.3,Centro,App_movil,Casado,Plata,Medio
52,3551.82,20,5821.18,4,7.7,Occidente,App_movil,Soltero,Plata,Muy_bajo
18,3400.62,0,3683.14,7,5.5,Norte,Tienda,Casado,Basica,Muy_bajo
49,2500,84,,7,10,Sur,Web,Divorciado,Plata,Medio
50,2721.68,54,6186,14,5.4,Centro,Telefono,Casado,Plata,Medio
31,2500,20,2909.97,4,,Occidente,Tienda,Casado,Plata,Muy_bajo
43,2947.55,60,4940.37,0,9.3,Centro,App_movil,Soltero,Plata,Medio
49,2500,93,4955.56,,9.5,Centro,App_movil,Union_libre,Basica,Alto
22,3221.94,0,5018.89,8,5.1,Centro,App_movil,Divorciado,Basica,Muy_bajo
48,2500,85,4225.84,14,4.6,Centro,Telefono,Soltero,Basica,Bajo
33,2500,12,4865.34,7,8.9,Sur,Web,Casado,Plata,Medio
28,2864.53,38,4112.55,2,9.6,Norte,App_movil,Soltero,Plata,Muy_bajo
49,3638.68,20,9372.22,9,5.1,Centro,Web,Soltero,Oro,Medio
45,3446.37,64,5236.35,4,7.1,Centro,Tienda,Soltero,Plata,Bajo
34,2500,32,2681.08,5,9.4,Occidente,Tienda,Soltero,Basica,Muy_bajo
61,2516.5,0,5687.46,15,6.3,Norte,App_movil,Union_libre,Plata,Muy_bajo
40,,26,11128.64,14,7,Occidente,App_movil,Soltero,Basica,Bajo
47,2500,60,3934.38,6,6,Occidente,Tienda,Casado,Basica,Bajo
39,3968.44,28,6867,6,6.2,Sureste,App_movil,Casado,Basica,Bajo
24,2500,21,5175.29,9,5.3,Centro,App_movil,Casado,Plata,Muy_bajo
63,9399.47,1,12150.27,6,6.8,Centro,Web,Soltero,Plata,Bajo
62,2921.58,9,8776.11,12,5.7,Norte,Tienda,Soltero,Oro,Alto
58,2589.44,12,3680.95,9,5.1,Centro,Telefono,Casado,Basica,Muy_bajo
55,2500,39,3974.17,13,6.7,Occidente,Web,Casado,Basica,Muy_bajo
44,2500,90,,12,7.9,Sureste,Tienda,Soltero,Basica,Alto
46,2500,53,5217.52,14,6.3,Occidente,Tienda,Divorciado,Plata,Muy_bajo
42,2725.26,83,5771.02,14,6.9,Sur,Tienda,Soltero,Basica,Alto
28,3129.9,9,8025.99,,6.6,Norte,Web,Soltero,Oro,Medio
46,2500,6,3070.4,10,4.7,Centro,App_movil,Union_libre,Basica,Muy_bajo
20,3446.19,5,4012.6,6,5.6,Sureste,App_movil,Casado,Basica,Muy_bajo
32,2500,23,4681.23,6,7.8,Sur,App_movil,Union_libre,Plata,Bajo
30,,33,7606.56,2,7,Centro,App_movil,Soltero,Plata,Medio
35,2608.92,43,4151.51,4,7.3,Sureste,Telefono,Casado,Plata,Medio
53,4405.2,94,734452.33,12,,Sureste,Web,Soltero,Basica,Premium
44,3405,41,7378.37,12,9.1,Norte,Tienda,Soltero,Oro,Alto
41,3150.45,46,6829.66,5,4.7,Norte,Web,Union_libre,,Alto
27,3999.42,35,6338.68,24,6.8,Sureste,Telefono,Union_libre,,Muy_bajo
23,2500,19,3374.66,18,7.4,Sur,App_movil,Casado,Basica,Muy_bajo
54,2500,69,6913.41,10,8.6,Centro,App_movil,Casado,Plata,Medio
43,5287.01,11,14864.68,17,,Centro,Web,Union_libre,Oro,Alto
37,2500,63,5633.23,4,5.1,Norte,App_movil,Casado,Plata,Medio
48,7274.38,37,16718.95,14,8,Centro,Tienda,Casado,Oro,Premium
41,7559.52,67,15202.47,,7.2,Occidente,App_movil,Soltero,Plata,Alto
24,2850.94,18,7352.5,12,6.7,Centro,App_movil,Casado,Platino,Premium
47,4989.32,54,8089.11,14,4.9,Occidente,Tienda,Casado,Basica,Medio
43,2500,64,6698.26,6,7.2,Norte,App_movil,Casado,Oro,Alto
18,4071.92,6,7814.03,16,7.9,Sur,Web,Casado,Plata,Muy_bajo
50,5195.18,4,10661.12,8,5.2,Occidente,Web,Soltero,Oro,Medio
42,3937.47,47,5577.49,6,6,Sureste,Tienda,Soltero,Basica,Medio
22,,3,5184.6,9,8.1,Sur,Telefono,Soltero,Plata,Muy_bajo
50,2500,72,6202.93,4,7.2,Sur,Telefono,Casado,Oro,Premium
,7201.66,70,8352.68,0,6,Occidente,App_movil,Union_libre,Basica,Bajo
47,2500,97,5376.29,6,7.5,Occidente,Tienda,Casado,Oro,Alto
27,2508.38,28,6414.82,10,7.1,Norte,App_movil,Soltero,Plata,Bajo
44,2800.95,0,3132.3,13,5.6,Norte,Tienda,Soltero,Basica,Muy_bajo
54,2500,29,4711.65,11,8.1,Centro,App_movil,Casado,Basica,Muy_bajo
58,7202.61,81,11107.53,13,6.2,Sureste,Web,Soltero,Basica,Alto
24,3478.71,0,7120.99,14,9,Norte,App_movil,Casado,Plata,Bajo
51,6252.9,26,13142.55,19,6.3,Centro,App_movil,Casado,Plata,Medio
35,4795.36,7,6848.24,16,8.4,Occidente,Web,Casado,Basica,Muy_bajo
,2500,40,3433.07,0,9.2,Centro,App_movil,Casado,Basica,Muy_bajo
57,3246.18,52,3755.5,7,8.9,Occidente,App_movil,Soltero,Basica,Bajo
32,3281.64,11,9236.77,14,7.2,Norte,App_movil,Soltero,Oro,Alto
40,5624.36,58,8942.35,5,7.3,Centro,Tienda,Soltero,Plata,Alto
24,4684.95,2,11960.6,10,8.2,Norte,App_movil,Soltero,Oro,Alto
40,3147.55,46,13250.6,12,5.6,Sur,App_movil,Casado,Platino,Premium
62,,86,9764.2,3,4.3,Sur,Tienda,Casado,Platino,Premium
35,2509.16,34,4048.32,8,6.7,Sureste,App_movil,Casado,Basica,Bajo
55,2500,79,8223.1,8,8.1,Sureste,Web,Soltero,Oro,Alto
50,4945.41,45,14857.77,19,8,Sur,Tienda,Casado,Platino,Premium
49,,0,6715.92,8,10,Norte,App_movil,Soltero,Oro,Medio
24,3658.21,5,5680.67,14,5.9,Norte,App_movil,Casado,Basica,Medio
29,5911.87,21,9243.09,8,7.8,Sur,Tienda,Soltero,Plata,Bajo
43,2500,48,2890.72,10,6.1,Occidente,Tienda,Soltero,Basica,Medio
56,4733.73,8,8126.47,11,6.6,Centro,Tienda,Casado,Oro,Medio
39,2500,57,7606,12,7.9,Occidente,App_movil,Soltero,Plata,Medio
51,2500,85,5586.22,10,7.7,Sur,Web,Casado,Plata,Medio
33,2500,2,3967.85,15,10,Occidente,App_movil,,Basica,Muy_bajo
54,2500,77,4222.35,10,5.2,Centro,Tienda,Soltero,Basica,Bajo
21,2877.09,4,4105.27,5,6.4,Occidente,Tienda,Divorciado,Basica,Muy_bajo
26,227374.16,0,6566.51,13,7.4,Centro,Tienda,Soltero,Plata,Premium
42,4022.69,43,4729.91,6,6.3,Sureste,App_movil,Casado,Basica,Medio
42,3883.04,63,6689.14,4,,Sureste,Telefono,Soltero,Oro,Alto
19,2548.42,2,3888.26,9,9.4,Centro,App_movil,Soltero,Oro,Alto
18,4493.4,0,8963.2,20,7.6,Occidente,App_movil,Soltero,Plata,Bajo
40,272307.55,3,5523.01,10,9.2,Sureste,Tienda,Casado,Basica,Premium
75,4725.39,,7768.46,7,7.2,Norte,Tienda,Casado,Basica,Alto
44,2500,71,3559.83,2,6.6,Centro,Web,Soltero,Basica,Medio
53,5348.84,66,5332.04,,6.3,Occidente,Tienda,Union_libre,Basica,Medio
34,2969.98,58,2525.36,6,6.2,Occidente,Telefono,Divorciado,Plata,Bajo
26,,0,12009.86,,5.2,Norte,App_movil,Casado,Oro,Alto
39,2500,33,3974.48,7,6.3,Centro,App_movil,Casado,Plata,Bajo
48,3903.98,0,5252.59,15,7.4,Sur,Tienda,Soltero,Plata,Muy_bajo
39,2500,36,4196.07,10,6,Centro,Tienda,Union_libre,Basica,Bajo
44,3057.44,,6489.69,8,8,Occidente,Web,Casado,Oro,Medio
20,3928.39,0,6219.51,10,7,Occidente,Tienda,,Oro,Bajo
31,2500,29,4628.12,11,5.2,Sur,App_movil,,Plata,Muy_bajo
32,2500,27,6550.46,16,8.4,Sureste,Tienda,Union_libre,Oro,Alto
38,2500,10,5290.06,0,8.1,Norte,App_movil,Casado,Oro,Bajo
36,6202.39,12,7005,12,9.4,Sur,App_movil,Casado,Basica,Bajo
43,2733.52,59,4148.43,10,5.2,Sureste,App_movil,Soltero,Basica,Muy_bajo
32,11129.8,42,14496.92,6,4.4,Occidente,Tienda,Casado,Basica,Bajo
54,4483.73,68,6862.84,8,6.4,Sur,Tienda,Divorciado,Basica,Bajo
21,4471.36,21,6135.66,18,7.2,Sur,Tienda,Casado,Basica,Muy_bajo
30,2500,40,2332.32,3,8.6,Centro,Web,Casado,Basica,Bajo
61,3561.26,40,4425.38,3,5.9,Occidente,Tienda,Divorciado,Plata,Bajo
18,4868.44,0,6862.17,6,3.5,Norte,Web,Divorciado,Plata,Muy_bajo
46,2500,29,3059.17,9,6.3,Centro,App_movil,Union_libre,Basica,Muy_bajo
,3708.61,46,5241.25,5,6,Sur,Web,Soltero,Basica,Muy_bajo
31,2500,27,4411.88,9,7.3,Occidente,Telefono,Casado,Plata,Muy_bajo
29,4704.54,0,5065.87,17,6.3,,Tienda,Soltero,Basica,Muy_bajo
52,3225.97,85,6397.98,,7.9,Occidente,Tienda,Casado,Basica,Medio
59,2924.94,38,4332.91,6,6.5,Norte,Tienda,Soltero,Basica,Bajo
35,2794.66,26,7584.33,4,5.6,Centro,App_movil,Soltero,Platino,Alto
59,2500,45,6512.14,10,4.9,Occidente,Tienda,Divorciado,,Alto
55,2500,11,4900.78,8,8.6,Sur,App_movil,Soltero,Plata,Muy_bajo
30,5566.36,0,9063.86,12,5.6,Centro,Tienda,Soltero,Plata,Bajo
37,2900.79,15,3993.15,3,7.4,Sureste,App_movil,Casado,Plata,Muy_bajo
61,9175.36,44,17014.5,7,6.5,Sur,App_movil,Soltero,Plata,Medio
39,4026,17,11628.33,6,7.1,Sureste,App_movil,Soltero,Platino,Alto
43,4950.43,18,8433.72,6,9.6,Norte,App_movil,Casado,Plata,Medio
34,6067.5,39,13379.23,16,4.4,Norte,App_movil,Casado,Plata,Muy_bajo
57,2500,73,3763.16,7,6.8,Sur,Web,Union_libre,Basica,Bajo
31,2500,42,5693.57,12,7.9,Centro,,Casado,Basica,Muy_bajo
25,5091.11,12,7901.15,19,7.5,Occidente,Telefono,Divorciado,Basica,Medio
31,2500,8,,13,8.4,Centro,Tienda,Soltero,Basica,Muy_bajo
39,3867.83,21,6443.26,12,7.2,Occidente,App_movil,Soltero,Basica,Bajo
50,2500,61,5030.39,15,7.6,Centro,Web,Divorciado,Basica,Medio
31,2500,25,3173.5,18,5.3,Centro,Tienda,Soltero,Basica,Muy_bajo
30,2897.79,28,6014.6,,6.2,Sureste,Web,,Plata,Muy_bajo
,3475.68,2,5099.18,14,5.7,Centro,App_movil,Soltero,Basica,Muy_bajo
55,2684.33,113,5400.77,7,7.5,Occidente,Tienda,Casado,Basica,Medio
44,5029.88,63,7540.4,14,7.7,Sur,App_movil,Casado,Basica,Medio
48,2500,,3602.33,13,4.8,Centro,Telefono,Casado,Basica,Bajo
18,3611.27,0,7804.04,11,8.4,Sur,Web,Casado,Oro,Medio
58,2815.64,,4588.21,8,10,Sureste,Web,Casado,Basica,Bajo
49,3272.47,104,5381.09,9,8.6,Norte,Web,Casado,Basica,Alto
63,2500,83,4797.62,8,9.4,Sureste,App_movil,Casado,Plata,Medio
42,2779,48,7486.96,12,7.6,Sur,Web,Divorciado,Oro,Alto
30,7318.19,34,10704.01,8,6.8,Sureste,Tienda,Divorciado,Plata,Medio
50,2500,14,1868.58,4,5.4,Sur,Tienda,Casado,Basica,Muy_bajo
21,7492.79,9,13154.99,7,7.3,Occidente,Web,Casado,Oro,Medio
46,3606.84,40,3197.53,2,7.7,Sur,Tienda,Union_libre,Plata,Muy_bajo
47,6746.64,34,12323.76,3,7.2,Occidente,Web,Union_libre,Plata,Bajo
46,7782.26,79,,19,6.4,Occidente,Tienda,Divorciado,Plata,Alto
41,2858.07,4,4716.91,11,6.5,Occidente,Tienda,,Plata,Muy_bajo
44,6920.07,17,8284.47,14,4.5,Centro,Tienda,Casado,Plata,Muy_bajo
38,7939.53,22,12873.53,,3.6,Sur,App_movil,Soltero,Basica,Medio
18,4934.25,0,4770.31,4,6.8,Sur,App_movil,Casado,Basica,Muy_bajo
31,2500,44,,5,8,Sureste,App_movil,Soltero,Plata,Medio
25,4288.09,14,4489.06,4,7.2,Occidente,Web,Union_libre,,Muy_bajo
50,4620.96,39,4934.17,7,8.1,Centro,Tienda,Union_libre,Basica,Bajo
,3534.68,10,9674.24,7,5.9,Sureste,App_movil,Soltero,Oro,Medio
55,2500,112,12524.85,22,7.3,Centro,Tienda,Divorciado,Oro,Premium
30,3709.83,5,5679.45,2,7.2,Centro,App_movil,Union_libre,Plata,Bajo
55,,41,6677.5,13,8.9,Centro,App_movil,Casado,Basica,Bajo
67,3573.19,83,5955.75,3,5.8,Norte,Telefono,Casado,Plata,Medio
54,2500,45,4109.21,12,,Sureste,Tienda,Divorciado,Basica,Bajo
35,8854.32,8,11594.15,14,8.2,Sureste,Web,Soltero,Basica,Bajo
36,5473.76,57,6153.64,9,7.7,Norte,App_movil,Casado,Basica,Medio
21,5046.42,8,7368.94,7,10,Norte,Tienda,Soltero,Basica,Muy_bajo
59,2500,107,4665.3,6,6.7,,Web,Soltero,Basica,Alto
49,3350.89,78,5021.29,7,5,Occidente,Telefono,Soltero,Plata,Medio
36,3582.79,0,4836.3,0,6.4,Norte,Web,Soltero,Basica,Bajo
44,4876.88,49,9890.67,17,5,Centro,Tienda,Casado,Plata,Medio
,4998.95,0,14458.79,6,8.5,Occidente,App_movil,Soltero,Platino,Premium
56,6719.53,119,6114.67,11,7.2,Occidente,Tienda,Casado,Basica,Alto
54,2500,48,4623.05,5,9.2,Occidente,App_movil,Casado,Plata,Alto
47,3234.44,60,5667.38,8,7.2,Occidente,App_movil,,Plata,Medio
30,3036.4,29,6379.58,4,7.1,Sur,Tienda,Soltero,Oro,Medio
22,6269.39,0,7770.6,1,6.2,Occidente,Web,Union_libre,Basica,Muy_bajo
35,2859.74,15,5236.97,9,8.9,Norte,Tienda,Soltero,Oro,Medio
19,2500,5,3331.66,9,6,Norte,Tienda,Soltero,Basica,Muy_bajo
35,4742.13,37,5537.12,13,7.9,Sur,App_movil,Soltero,Basica,Bajo
53,4255.61,109,7725.66,6,4.5,Occidente,App_movil,Soltero,Basica,Medio
49,2500,,5773.78,6,7.7,Occidente,Tienda,Soltero,Plata,Medio
18,4065.21,1,3938.31,0,8.6,Sureste,App_movil,Union_libre,Basica,Bajo
46,2500,17,3761.49,14,5.3,Sur,Tienda,Soltero,Plata,Muy_bajo
31,,30,7736.36,17,7.8,Centro,Web,Soltero,Oro,Alto
31,3011.87,32,4508.05,3,8.4,Norte,Web,Soltero,Basica,Bajo
56,2500,111,3073.7,0,7.7,Sur,App_movil,Soltero,Basica,Alto
23,2500,0,3825.72,12,8.6,Norte,Tienda,Casado,Plata,Muy_bajo
34,2500,32,3502.01,10,7.5,Centro,App_movil,Soltero,Basica,Muy_bajo
29,7127.27,7,8003.5,5,4.4,Norte,Web,Soltero,Basica,Bajo
41,4733.5,29,9670.1,17,8.2,Occidente,App_movil,,Plata,Muy_bajo
20,5476.33,1,5644.3,14,6.5,Centro,Telefono,Casado,Basica,Muy_bajo
42,9239.02,83,13839.21,9,6.4,Sureste,App_movil,Casado,Basica,Medio
41,4211.57,45,7940.05,19,9.9,Centro,Web,Soltero,Plata,Bajo
30,3254.24,51,4768.86,8,7.1,Centro,Telefono,Casado,Plata,Muy_bajo
54,2500,27,5076.71,4,7.5,Occidente,App_movil,Soltero,Plata,Medio
39,5401.85,,538570.25,11,6,Centro,Tienda,Casado,Basica,Premium
53,4638.84,113,8502.28,8,6.6,Centro,Telefono,Divorciado,Oro,Alto
42,2500,19,2254.95,2,5.1,Centro,Web,Soltero,Basica,Muy_bajo
32,,41,3412.59,6,5.6,Centro,Telefono,Casado,Basica,Muy_bajo
59,3540.22,104,6599.43,9,5.5,Centro,App_movil,Union_libre,Plata,Medio
66,2945.43,9,3550.83,2,8.1,Sureste,App_movil,Soltero,Basica,Muy_bajo
26,2500,11,2833.64,6,5.6,Occidente,App_movil,Casado,Basica,Muy_bajo
48,2500,0,3846.22,4,8.1,Centro,,Union_libre,Basica,Muy_bajo
60,4016.54,103,4577.65,6,7.6,Norte,Telefono,Casado,Basica,Bajo
45,4843.37,43,6655.35,6,2.7,Sureste,App_movil,Casado,Basica,Bajo
42,4088.5,58,5658.65,14,4.8,Sur,Web,Soltero,Basica,Bajo
69,5653.15,42,4731.27,7,3.7,Sur,Telefono,Soltero,Basica,Bajo
39,2576.69,12,7654.37,6,5.9,Centro,Web,Casado,Platino,Alto
21,2500,15,5642.21,8,7.1,Sur,Telefono,Casado,Oro,Medio
36,2500,41,3815.85,8,5.1,Sur,App_movil,Union_libre,Plata,Bajo
48,2500,61,3628.84,7,10,Centro,Tienda,Casado,Basica,Medio
48,3847.95,50,4279.62,2,7,Occidente,Tienda,Casado,Basica,Bajo
51,2500,83,6856.03,11,5.8,Norte,,Casado,Oro,Alto
50,2675.83,86,5085.68,8,6.4,Norte,App_movil,Casado,Basica,Bajo
22,4909.5,17,7699.36,2,6.9,Occidente,App_movil,Soltero,Basica,Muy_bajo
28,4533.77,16,6957.6,11,6.7,Norte,App_movil,Union_libre,Basica,Bajo
37,2517.34,64,8719.01,6,6.9,Centro,,Casado,Oro,Alto
63,8948.08,,11388.9,11,7.7,Sur,Web,Casado,Basica,Alto
47,2500,53,2398.83,,7.9,Centro,Telefono,Soltero,Basica,Medio
38,2500,28,5455.49,7,5.7,Sureste,Tienda,Soltero,Oro,Medio
46,2500,52,6031.87,10,5.2,Occidente,Telefono,Soltero,Oro,Alto
31,3348.34,34,10163.41,15,6.6,Occidente,Web,Casado,Oro,Medio
39,3410.07,43,7303.43,24,3.3,Norte,App_movil,Soltero,Basica,Muy_bajo
48,5146.6,55,5310.83,,7.4,Sureste,Web,Soltero,Basica,Bajo
23,3096.75,17,6711.24,12,6.5,Centro,Web,Soltero,Plata,Bajo
37,2500,10,2060.09,3,6.3,Centro,Tienda,Soltero,Basica,Muy_bajo
19,2640.42,15,5678.39,12,8.2,Centro,App_movil,Casado,Plata,Muy_bajo
41,6385.36,2,8279.41,10,6.5,Norte,App_movil,Viudo,Basica,Bajo
20,2500,21,,7,6.7,Sureste,Tienda,Viudo,Basica,Muy_bajo
41,2500,23,5423.77,13,6.9,Norte,App_movil,Casado,Plata,Bajo
33,3580.78,43,7290.81,9,7.7,Sureste,Tienda,Union_libre,Oro,Alto
56,,135,3498.76,9,7,Occidente,Telefono,Viudo,Basica,Alto
31,5745.56,27,9785.85,7,9,Centro,App_movil,Soltero,Basica,Bajo
27,4709.8,5,,12,4.6,Sureste,Web,Soltero,Plata,Muy_bajo
32,3940.82,11,5523.23,12,4.8,Sureste,App_movil,Casado,Plata,Bajo
